cake_age_days,signup_season,last_order_days_ago,tasty_level,Cherry_or_not,Look_of_cake,Cream_level,layer_count
408,2,17,8,1,6,12,4
407,1,0,9,1,4,14,4
209,0,71,5,1,4,6,2
115,1,103,2,0,1,3,1
308,0,33,7,1,3,10,3
229,2,63,4,1,4,7,2
0,3,129,1,0,2,0,0
110,2,93,2,0,1,4,1
333,3,30,7,1,5,9,3
307,0,32,7,1,4,9,3
5,2,134,1,0,0,2,0
132,1,92,3,0,3,4,1
110,2,100,3,0,3,4,1
309,1,33,7,1,5,10,3
48,1,134,0,0,1,0,0
126,1,90,2,0,1,4,1
316,3,37,6,1,5,10,3
124,0,97,2,0,3,4,1
305,3,45,6,1,3,11,3
117,1,96,2,0,1,5,1
42,3,123,0,0,2,0,0
141,3,94,3,0,3,4,1
302,3,39,6,1,3,9,3
416,1,18,8,1,5,13,4
346,0,41,7,1,3,10,3
241,3,60,4,1,4,7,2
314,2,31,7,1,5,9,3
115,1,91,3,0,1,4,1
137,3,108,2,0,3,3,1
443,3,3,8,1,4,13,4
39,2,127,1,0,2,0,0
45,2,134,0,0,2,0,0
135,0,105,2,0,1,5,1
19,0,134,1,0,0,1,0
101,2,109,2,0,2,3,1
202,3,78,5,1,4,7,2
249,0,74,4,1,4,7,2
429,0,9,9,1,5,14,4
343,3,45,6,1,5,10,3
208,3,74,5,1,4,6,2
119,3,106,3,0,1,3,1
211,3,63,4,1,4,8,2
212,2,76,4,1,2,8,2
102,2,99,2,0,3,3,1
326,1,39,7,1,4,11,3
217,2,79,5,1,2,6,2
245,1,67,4,1,4,6,2
248,0,69,5,1,4,7,2
133,1,99,2,0,3,4,1
410,1,1,9,1,6,14,4
311,1,33,7,1,4,10,3
119,0,93,2,0,3,4,1
406,3,9,8,1,4,13,4
245,1,65,4,1,3,8,2
415,1,1,8,1,6,13,4
318,3,43,6,1,4,9,3
213,1,72,5,1,4,6,2
27,3,125,0,0,1,0,0
135,1,100,3,0,2,4,1
240,0,78,5,1,4,6,2
306,3,43,6,1,3,10,3
149,3,106,2,0,3,4,1
140,3,90,3,0,2,5,1
308,2,35,6,1,5,9,3
433,1,13,8,1,6,14,4
223,2,73,5,1,2,6,2
116,3,98,2,0,3,5,1
130,0,91,3,0,1,3,1
14,2,129,1,0,0,1,0
427,2,12,9,1,6,12,4
143,3,103,3,0,1,5,1
214,0,72,4,1,3,8,2
116,0,92,3,0,2,5,1
223,1,78,4,1,4,8,2
312,2,46,7,1,4,11,3
341,3,30,6,1,3,11,3
120,1,107,2,0,1,5,1
24,1,136,1,0,1,2,0
118,3,106,2,0,3,3,1
447,3,2,9,1,5,14,4
402,0,8,9,1,5,13,4
245,3,76,5,1,4,8,2
323,0,45,7,1,4,9,3
320,3,42,7,1,4,11,3
100,3,106,2,0,2,5,1
449,0,3,8,1,6,12,4
230,3,79,5,1,2,6,2
206,3,71,5,1,2,8,2
231,2,62,4,1,2,8,2
42,1,135,1,0,0,2,0
135,1,95,2,0,1,4,1
302,1,39,6,1,5,11,3
0,2,136,0,0,2,2,0
311,2,44,6,1,3,11,3
109,1,98,3,0,2,5,1
206,3,71,4,1,3,7,2
124,3,96,3,0,3,5,1
226,1,73,4,1,2,7,2
326,0,43,7,1,4,10,3
105,3,98,3,0,1,5,1
219,0,63,5,1,3,7,2
248,2,68,4,1,2,6,2
321,2,45,7,1,3,9,3
449,0,16,8,1,6,13,4
325,2,42,6,1,3,9,3
144,0,98,3,0,1,5,1
40,3,134,1,0,1,0,0
131,2,103,3,0,3,3,1
222,0,61,4,1,2,6,2
0,3,127,0,0,0,1,0
235,3,74,5,1,3,8,2
220,1,75,4,1,3,6,2
213,0,73,5,1,4,6,2
318,1,30,6,1,5,9,3
124,1,107,3,0,1,5,1
8,3,135,1,0,2,1,0
340,1,48,6,1,5,10,3
228,2,74,5,1,3,7,2
345,3,49,7,1,5,11,3
246,1,79,5,1,2,8,2
101,0,94,3,0,3,3,1
346,0,42,6,1,3,9,3
330,1,46,7,1,3,9,3
330,1,48,7,1,4,10,3
113,3,105,3,0,2,3,1
222,0,62,4,1,3,8,2
230,1,60,4,1,2,7,2
37,1,125,0,0,1,1,0
415,2,3,9,1,4,12,4
107,3,103,2,0,2,3,1
411,2,6,9,1,5,13,4
200,2,77,5,1,3,6,2
139,1,97,2,0,2,5,1
213,1,73,5,1,4,6,2
427,2,7,9,1,5,13,4
300,3,32,6,1,5,9,3
321,3,35,7,1,5,9,3
344,2,39,7,1,5,11,3
327,2,38,7,1,5,10,3
312,0,46,6,1,4,10,3
107,3,92,2,0,2,4,1
206,0,70,4,1,3,7,2
102,1,96,2,0,3,4,1
426,1,19,9,1,6,14,4
418,2,8,8,1,4,12,4
45,1,124,0,0,2,2,0
320,2,48,7,1,3,9,3
449,2,14,9,1,6,12,4
143,0,104,2,0,3,5,1
200,2,71,4,1,4,8,2
429,0,16,8,1,4,14,4
19,0,131,1,0,0,2,0
312,1,33,6,1,5,10,3
103,3,98,3,0,2,5,1
427,2,13,8,1,6,13,4
425,0,18,9,1,5,13,4
440,2,13,9,1,5,13,4
202,0,74,5,1,3,6,2
437,3,17,9,1,6,13,4
338,1,35,6,1,5,10,3
206,3,73,5,1,2,7,2
304,2,37,7,1,4,10,3
17,1,135,0,0,2,1,0
201,1,65,4,1,3,8,2
112,0,94,2,0,3,5,1
112,3,96,3,0,3,3,1
46,3,122,1,0,0,2,0
332,0,39,7,1,3,9,3
245,1,63,4,1,4,6,2
332,0,42,7,1,3,11,3
46,2,128,0,0,0,2,0
215,3,71,4,1,2,7,2
207,3,60,5,1,2,8,2
343,0,34,7,1,5,10,3
240,2,76,5,1,3,6,2
347,1,32,7,1,4,9,3
447,1,5,9,1,6,13,4
311,2,41,6,1,3,10,3
137,1,102,3,0,3,4,1
43,3,136,1,0,0,1,0
434,1,19,8,1,5,14,4
31,3,139,1,0,2,1,0
401,1,7,8,1,6,14,4
243,3,78,4,1,2,8,2
406,1,3,8,1,4,13,4
348,1,35,7,1,3,11,3
439,3,17,9,1,6,13,4
240,2,65,5,1,4,7,2
306,3,36,6,1,3,11,3
234,3,63,5,1,4,7,2
214,1,72,4,1,2,6,2
305,2,42,7,1,4,9,3
405,0,19,9,1,4,14,4
411,0,18,9,1,5,12,4
333,3,33,6,1,3,9,3
203,3,78,4,1,3,7,2
233,3,74,5,1,2,6,2
334,0,41,7,1,4,11,3
106,1,107,3,0,1,5,1
139,0,104,2,0,3,5,1
210,3,70,5,1,4,6,2
132,1,100,2,0,2,4,1
107,2,101,3,0,1,3,1
144,1,95,3,0,2,4,1
6,0,121,0,0,0,2,0
22,1,138,1,0,0,2,0
402,3,0,8,1,4,13,4
208,2,65,4,1,2,6,2
228,0,64,4,1,2,6,2
306,1,46,7,1,5,11,3
117,2,107,2,0,3,4,1
419,0,14,9,1,6,13,4
330,2,34,6,1,5,10,3
19,2,122,1,0,0,2,0
222,0,68,5,1,2,6,2
421,1,10,8,1,6,12,4
446,3,17,8,1,4,12,4
221,1,63,4,1,2,7,2
343,3,47,6,1,5,9,3
140,0,90,3,0,1,4,1
414,2,7,9,1,4,13,4
112,3,95,3,0,1,4,1
410,2,15,9,1,6,13,4
319,2,31,6,1,5,10,3
326,0,44,6,1,4,9,3
225,2,60,5,1,4,7,2
146,3,93,3,0,2,3,1
117,0,107,2,0,3,3,1
127,1,94,3,0,3,5,1
101,0,108,2,0,1,3,1
311,2,38,7,1,5,10,3
203,0,63,4,1,2,6,2
9,1,124,0,0,0,2,0
440,3,15,8,1,4,12,4
445,2,18,9,1,5,14,4
415,0,9,8,1,6,12,4
432,0,11,8,1,6,13,4
143,3,102,3,0,1,3,1
201,3,75,5,1,2,7,2
346,1,33,6,1,4,9,3
322,2,49,6,1,4,9,3
113,0,94,3,0,2,4,1
327,0,49,7,1,4,9,3
142,2,108,2,0,3,5,1
132,2,105,3,0,1,5,1
247,0,63,5,1,2,8,2
223,3,70,4,1,3,7,2
227,0,72,4,1,3,8,2
38,1,138,0,0,0,2,0
426,2,10,9,1,5,14,4
112,2,107,3,0,3,4,1
101,3,109,3,0,2,5,1
428,3,8,8,1,6,14,4
416,3,2,9,1,4,12,4
417,3,0,9,1,4,13,4
313,0,33,7,1,5,11,3
325,2,46,6,1,3,11,3
203,1,74,5,1,4,8,2
5,2,136,0,0,2,1,0
215,2,70,5,1,2,8,2
220,3,74,5,1,2,8,2
142,3,102,3,0,3,3,1
346,1,38,7,1,5,10,3
207,0,79,5,1,3,8,2
6,0,127,1,0,2,0,0
113,3,99,3,0,1,5,1
346,0,40,6,1,4,9,3
6,2,129,0,0,0,0,0
410,1,4,8,1,4,14,4
242,0,66,4,1,4,6,2
240,3,70,5,1,4,7,2
219,1,68,5,1,2,7,2
324,3,45,7,1,3,9,3
231,1,74,4,1,4,7,2
318,1,30,7,1,4,9,3
220,3,76,4,1,2,7,2
109,3,91,3,0,1,4,1
402,2,19,8,1,5,14,4
340,2,37,7,1,3,9,3
347,0,45,6,1,5,11,3
445,0,0,9,1,5,14,4
448,0,6,8,1,6,13,4
330,3,38,7,1,5,11,3
337,0,34,7,1,5,10,3
338,1,40,6,1,3,11,3
300,2,44,7,1,4,10,3
320,0,46,6,1,3,10,3
324,2,46,6,1,5,9,3
113,1,107,3,0,3,4,1
443,0,16,8,1,4,12,4
437,1,6,8,1,5,12,4
35,2,130,0,0,2,0,0
329,3,40,7,1,4,10,3
120,0,92,2,0,1,3,1
236,1,79,5,1,2,7,2
321,0,41,7,1,5,10,3
130,3,97,2,0,3,3,1
345,3,35,7,1,5,9,3
302,0,32,6,1,3,10,3
246,1,65,4,1,3,7,2
17,3,128,0,0,1,0,0
131,2,106,2,0,2,3,1
311,0,39,7,1,5,9,3
419,0,4,8,1,4,14,4
322,1,31,6,1,4,9,3
128,1,98,3,0,3,3,1
315,3,35,6,1,5,11,3
235,2,65,4,1,3,7,2
331,2,46,7,1,4,11,3
100,0,109,3,0,1,5,1
340,1,32,7,1,4,9,3
236,2,62,4,1,3,7,2
426,3,18,9,1,5,13,4
217,2,79,5,1,2,7,2
303,0,34,6,1,3,9,3
428,3,9,9,1,6,12,4
107,1,103,3,0,1,4,1
423,0,15,9,1,5,13,4
309,3,48,7,1,4,10,3
38,3,128,1,0,0,0,0
227,1,68,4,1,2,8,2
302,0,44,7,1,4,11,3
41,0,133,0,0,0,1,0
247,3,63,4,1,4,8,2
202,3,69,4,1,3,7,2
348,0,34,7,1,3,11,3
22,3,133,1,0,0,2,0
426,3,0,8,1,6,12,4
441,1,6,9,1,6,14,4
423,0,10,9,1,5,12,4
342,2,49,6,1,3,10,3
107,0,99,3,0,2,5,1
307,3,42,7,1,5,10,3
46,3,120,1,0,0,1,0
16,1,124,0,0,0,2,0
232,2,77,5,1,2,7,2
209,1,65,4,1,3,8,2
347,2,33,6,1,4,10,3
336,2,31,6,1,4,9,3
210,3,61,5,1,3,6,2
125,0,107,3,0,3,5,1
432,3,12,9,1,5,13,4
242,2,72,4,1,2,6,2
249,3,60,5,1,3,7,2
107,0,109,2,0,1,4,1
328,1,34,7,1,3,11,3
313,2,43,6,1,5,11,3
119,3,103,2,0,1,5,1
33,3,121,0,0,1,2,0
339,1,36,6,1,3,10,3
310,1,48,7,1,5,10,3
107,0,100,2,0,1,3,1
400,1,2,9,1,4,13,4
126,3,107,2,0,2,3,1
214,3,73,5,1,4,6,2
448,3,3,9,1,6,13,4
219,3,68,5,1,2,6,2
329,2,49,7,1,3,11,3
246,1,76,4,1,3,6,2
121,1,94,2,0,2,3,1
412,1,1,8,1,6,13,4
237,0,73,4,1,3,7,2
422,3,12,8,1,4,12,4
121,2,97,3,0,1,3,1
102,3,99,2,0,3,4,1
14,0,139,1,0,0,0,0
349,1,38,7,1,3,11,3
212,3,68,5,1,3,6,2
414,1,0,9,1,6,12,4
221,1,77,4,1,3,6,2
411,3,6,9,1,6,12,4
147,2,106,3,0,3,3,1
443,3,2,8,1,5,14,4
316,0,43,7,1,5,9,3
331,0,40,7,1,3,9,3
344,1,42,6,1,3,11,3
340,3,49,6,1,4,10,3
349,0,46,7,1,3,9,3
109,2,109,2,0,3,3,1
44,2,130,0,0,2,2,0
442,1,7,9,1,4,14,4
317,1,43,6,1,3,9,3
340,1,46,7,1,5,10,3
218,0,73,4,1,4,7,2
142,3,95,3,0,3,5,1
149,3,91,2,0,2,4,1
326,0,47,6,1,5,11,3
207,3,65,5,1,2,7,2
117,2,97,2,0,3,3,1
245,0,71,5,1,3,7,2
29,1,120,0,0,0,2,0
224,3,69,5,1,3,7,2
100,0,90,2,0,3,3,1
337,1,33,7,1,5,9,3
217,3,69,4,1,2,6,2
248,0,69,5,1,3,7,2
13,1,130,0,0,2,2,0
12,3,123,1,0,2,2,0
246,2,76,5,1,2,7,2
224,1,67,5,1,4,8,2
307,3,43,7,1,4,10,3
118,2,104,3,0,3,3,1
339,0,46,6,1,5,11,3
448,3,5,8,1,5,13,4
340,3,33,7,1,4,9,3
49,0,138,1,0,1,1,0
240,3,78,5,1,3,8,2
102,2,101,2,0,2,3,1
128,0,103,2,0,3,5,1
415,1,7,8,1,5,12,4
106,1,95,3,0,2,5,1
248,3,67,5,1,3,6,2
320,0,41,6,1,3,10,3
345,3,48,6,1,5,10,3
242,1,79,5,1,2,8,2
13,1,120,0,0,2,1,0
238,0,69,5,1,4,6,2
223,3,70,5,1,4,8,2
47,0,121,0,0,2,2,0
229,0,66,4,1,3,6,2
32,1,139,0,0,2,0,0
21,2,125,1,0,1,1,0
209,2,77,4,1,2,6,2
110,3,91,2,0,1,3,1
214,3,71,5,1,2,6,2
349,2,30,7,1,4,9,3
347,3,48,6,1,3,9,3
129,1,103,3,0,2,4,1
113,3,94,2,0,2,3,1
131,2,95,2,0,2,3,1
325,3,35,6,1,4,10,3
320,3,36,7,1,5,11,3
4,0,123,1,0,1,2,0
446,1,18,8,1,6,13,4
11,1,126,1,0,0,0,0
228,3,61,4,1,3,6,2
320,0,30,7,1,4,9,3
424,0,11,8,1,5,14,4
315,3,49,7,1,3,9,3
330,0,43,6,1,3,11,3
219,2,67,4,1,2,8,2
330,2,40,7,1,5,10,3
10,0,124,0,0,2,0,0
431,2,19,8,1,4,13,4
247,1,78,4,1,4,8,2
307,1,45,6,1,4,9,3
222,2,67,4,1,3,8,2
307,1,36,7,1,4,10,3
201,1,69,5,1,3,8,2
326,1,47,7,1,3,9,3
35,3,125,0,0,1,1,0
34,0,135,0,0,0,1,0
122,0,109,3,0,3,5,1
140,0,94,3,0,2,5,1
447,3,9,9,1,5,13,4
112,1,94,2,0,3,5,1
430,1,7,8,1,6,14,4
244,0,64,4,1,4,8,2
129,2,97,3,0,3,5,1
305,2,38,7,1,4,11,3
319,3,40,6,1,5,10,3
225,1,67,4,1,3,8,2
235,2,71,5,1,3,7,2
318,0,31,6,1,4,10,3
121,2,101,3,0,1,5,1
411,2,3,9,1,6,14,4
402,2,10,9,1,6,14,4
304,3,39,6,1,5,9,3
104,3,107,2,0,3,5,1
342,3,41,6,1,3,11,3
22,3,126,0,0,1,1,0
13,3,130,1,0,1,0,0
148,3,106,3,0,3,4,1
238,1,68,4,1,3,6,2
406,0,9,9,1,4,14,4
334,0,48,6,1,5,10,3
337,3,48,7,1,3,11,3
213,3,75,5,1,2,6,2
216,3,72,5,1,3,7,2
206,0,68,5,1,2,6,2
419,3,7,9,1,4,14,4
33,3,120,0,0,2,0,0
429,0,3,8,1,6,12,4
249,2,61,5,1,4,7,2
239,2,69,4,1,3,6,2
312,2,45,6,1,5,9,3
205,3,73,4,1,2,8,2
426,3,13,8,1,6,13,4
417,1,15,8,1,6,12,4
223,0,79,5,1,4,7,2
131,3,91,3,0,1,4,1
238,3,71,4,1,2,7,2
425,2,13,8,1,6,13,4
133,1,94,3,0,3,5,1
320,3,48,7,1,5,9,3
327,3,44,6,1,5,11,3
304,2,34,7,1,5,11,3
141,3,93,3,0,3,5,1
317,0,43,7,1,4,11,3
407,2,11,8,1,4,13,4
142,0,99,3,0,1,4,1
147,2,98,2,0,3,5,1
433,2,18,9,1,6,13,4
121,2,96,3,0,1,4,1
422,3,18,9,1,6,12,4
208,2,75,4,1,4,8,2
126,0,107,2,0,1,3,1
413,0,3,8,1,6,14,4
219,2,77,5,1,3,6,2
225,0,72,5,1,3,7,2
240,1,73,4,1,3,8,2
206,3,71,4,1,2,6,2
123,1,105,3,0,2,4,1
208,3,78,5,1,3,7,2
442,3,2,9,1,6,13,4
106,0,103,2,0,2,4,1
336,3,31,6,1,5,11,3
203,1,63,4,1,2,7,2
310,0,32,6,1,3,11,3
103,0,99,3,0,1,3,1
427,1,13,9,1,6,13,4
248,2,70,4,1,2,7,2
126,3,104,2,0,3,5,1
16,3,121,1,0,0,2,0
139,2,94,3,0,2,4,1
205,3,78,4,1,3,7,2
216,0,62,5,1,2,7,2
342,1,42,7,1,3,10,3
211,1,70,5,1,4,6,2
139,0,103,2,0,2,4,1
300,0,39,6,1,5,9,3
328,1,49,6,1,3,9,3
125,2,99,2,0,3,4,1
107,2,106,2,0,2,3,1
29,3,134,1,0,2,2,0
329,0,46,7,1,4,11,3
303,2,40,7,1,4,9,3
223,3,62,5,1,2,7,2
325,3,34,7,1,3,9,3
307,0,41,6,1,4,11,3
230,1,79,4,1,2,6,2
417,1,0,9,1,6,14,4
133,2,90,2,0,2,3,1
132,3,103,2,0,2,5,1
139,1,95,2,0,3,3,1
8,1,129,1,0,1,1,0
219,0,72,5,1,3,8,2
439,2,9,8,1,6,14,4
46,1,136,1,0,1,0,0
145,1,99,2,0,3,3,1
201,3,67,4,1,3,8,2
442,0,14,8,1,4,14,4
238,3,61,5,1,2,7,2
220,1,67,5,1,3,8,2
13,3,136,0,0,2,0,0
129,1,105,3,0,1,4,1
441,0,15,9,1,4,14,4
445,3,0,9,1,5,14,4
16,1,131,1,0,1,2,0
432,3,2,9,1,6,13,4
310,1,39,6,1,4,10,3
441,0,7,8,1,4,14,4
247,2,67,4,1,4,7,2
236,0,60,4,1,4,8,2
207,1,72,4,1,4,6,2
303,1,43,7,1,5,11,3
138,1,99,2,0,2,3,1
41,0,122,0,0,1,0,0
210,0,72,5,1,4,7,2
320,2,43,7,1,5,10,3
103,3,100,2,0,2,4,1
346,3,33,6,1,5,11,3
442,0,2,9,1,6,14,4
12,1,125,0,0,1,1,0
330,3,41,6,1,5,10,3
203,2,78,5,1,4,7,2
415,3,6,9,1,6,13,4
139,2,90,2,0,1,3,1
348,0,43,7,1,4,11,3
341,2,42,7,1,4,11,3
421,1,4,8,1,5,13,4
329,1,32,6,1,5,11,3
215,3,72,4,1,4,8,2
303,0,34,7,1,5,9,3
449,1,19,9,1,5,13,4
224,0,78,4,1,4,8,2
38,2,134,1,0,1,2,0
441,2,17,8,1,5,14,4
344,3,31,6,1,4,9,3
347,1,31,7,1,4,11,3
122,3,100,3,0,3,4,1
345,0,31,6,1,3,11,3
244,1,78,4,1,4,6,2
301,3,48,7,1,3,11,3
131,3,92,3,0,3,5,1
302,2,46,6,1,5,9,3
420,2,19,9,1,6,13,4
7,0,138,1,0,1,2,0
438,2,12,8,1,4,12,4
203,1,60,5,1,3,6,2
426,3,14,9,1,4,14,4
335,3,32,7,1,4,9,3
247,0,60,5,1,3,6,2
347,2,40,7,1,4,11,3
408,2,10,8,1,6,12,4
207,0,69,4,1,4,8,2
213,3,66,5,1,4,7,2
348,2,43,7,1,5,9,3
337,1,36,7,1,5,9,3
302,3,36,7,1,5,9,3
344,0,42,6,1,4,10,3
209,3,76,5,1,3,6,2
332,3,43,7,1,3,9,3
117,2,107,3,0,1,5,1
237,1,72,4,1,3,7,2
26,3,121,1,0,2,1,0
229,1,74,5,1,2,7,2
209,3,69,5,1,4,8,2
239,0,62,4,1,2,7,2
339,0,35,7,1,4,10,3
213,2,75,4,1,3,8,2
246,3,79,4,1,4,8,2
106,1,109,2,0,2,5,1
210,2,73,4,1,4,7,2
130,2,92,3,0,3,3,1
25,3,133,0,0,1,2,0
321,1,38,7,1,3,9,3
305,0,34,7,1,3,10,3
319,0,30,7,1,4,11,3
242,2,71,5,1,4,6,2
214,3,72,4,1,2,8,2
449,2,6,9,1,4,12,4
228,2,69,5,1,3,7,2
230,0,69,5,1,3,6,2
9,2,139,1,0,2,1,0
249,2,72,5,1,3,7,2
213,1,67,4,1,4,7,2
208,2,72,5,1,4,6,2
223,0,74,4,1,2,8,2
236,2,71,4,1,4,7,2
327,3,31,6,1,5,11,3
318,1,32,6,1,4,9,3
328,0,48,6,1,4,11,3
319,2,46,6,1,4,9,3
414,1,11,8,1,4,12,4
39,0,129,1,0,1,0,0
135,1,107,2,0,2,3,1
31,0,125,0,0,0,0,0
319,0,43,6,1,3,11,3
420,0,18,8,1,6,14,4
135,0,106,2,0,1,4,1
427,3,11,9,1,5,13,4
37,0,135,1,0,1,2,0
405,3,6,9,1,6,13,4
204,0,65,4,1,4,7,2
106,1,93,3,0,3,3,1
244,1,74,5,1,4,7,2
146,1,99,2,0,3,5,1
123,2,105,2,0,3,3,1
234,1,64,4,1,3,6,2
328,3,48,6,1,4,9,3
247,3,78,5,1,4,7,2
213,0,62,4,1,3,7,2
334,2,36,6,1,4,9,3
303,1,33,6,1,4,9,3
117,2,97,2,0,1,4,1
247,0,60,4,1,2,7,2
121,1,105,2,0,1,4,1
139,2,108,2,0,2,4,1
329,2,43,7,1,5,10,3
141,0,107,2,0,3,3,1
242,2,69,4,1,3,8,2
314,3,47,7,1,3,10,3
142,0,97,2,0,2,4,1
208,1,63,4,1,2,6,2
119,0,109,2,0,2,4,1
403,0,11,8,1,5,14,4
200,3,75,5,1,4,7,2
317,3,37,7,1,5,11,3
203,3,71,4,1,2,7,2
27,3,139,1,0,0,1,0
306,3,39,7,1,5,10,3
413,3,14,9,1,5,14,4
339,2,35,6,1,4,10,3
349,0,48,6,1,3,9,3
437,2,16,9,1,4,13,4
116,2,105,3,0,2,5,1
138,3,97,2,0,1,5,1
349,1,41,7,1,5,11,3
205,1,77,5,1,2,7,2
325,2,33,6,1,5,9,3
440,1,8,8,1,4,13,4
203,3,60,4,1,2,8,2
127,2,101,2,0,1,4,1
312,2,48,7,1,3,10,3
133,0,101,3,0,1,5,1
345,0,33,6,1,4,9,3
217,3,78,5,1,3,6,2
323,3,40,7,1,5,11,3
29,2,132,0,0,0,0,0
349,2,35,6,1,4,9,3
209,3,67,5,1,3,7,2
201,0,61,4,1,2,7,2
142,1,94,2,0,3,3,1
328,0,44,6,1,5,9,3
400,3,15,8,1,6,14,4
116,2,94,2,0,1,4,1
21,0,125,1,0,2,1,0
25,1,122,1,0,2,0,0
309,2,45,6,1,5,10,3
307,3,38,6,1,4,10,3
219,1,71,5,1,3,8,2
121,1,108,3,0,1,5,1
247,0,64,5,1,4,6,2
223,3,66,4,1,2,8,2
221,0,61,5,1,2,7,2
422,1,13,8,1,4,12,4
148,0,108,3,0,3,5,1
327,3,35,6,1,3,9,3
201,0,75,5,1,4,6,2
241,1,66,5,1,3,7,2
336,3,49,6,1,4,11,3
303,0,33,6,1,5,11,3
436,1,7,9,1,4,12,4
120,2,91,3,0,2,4,1
125,3,91,2,0,2,3,1
314,3,33,6,1,5,9,3
234,3,74,5,1,3,7,2
146,1,107,2,0,2,4,1
14,2,128,1,0,1,0,0
21,1,127,0,0,0,0,0
400,1,11,9,1,6,14,4
125,1,106,3,0,3,5,1
209,0,63,5,1,2,7,2
119,0,96,2,0,3,3,1
247,0,71,5,1,2,7,2
0,2,128,1,0,0,0,0
211,2,77,4,1,4,7,2
40,3,136,1,0,1,2,0
323,0,47,7,1,3,10,3
125,1,103,3,0,2,5,1
242,2,71,4,1,3,8,2
449,2,8,9,1,4,13,4
301,1,47,7,1,5,10,3
219,1,72,5,1,2,6,2
218,1,66,4,1,2,8,2
224,1,60,5,1,3,8,2
338,0,45,6,1,4,11,3
400,0,11,8,1,6,12,4
330,3,38,6,1,5,9,3
203,3,71,5,1,2,7,2
302,0,43,7,1,5,10,3
235,1,71,5,1,3,7,2
10,0,130,1,0,2,0,0
218,0,60,5,1,4,6,2
408,0,5,9,1,6,13,4
141,0,94,2,0,3,3,1
340,1,48,7,1,5,9,3
119,2,104,3,0,2,4,1
208,1,64,4,1,3,8,2
17,1,130,0,0,2,0,0
244,1,71,4,1,2,7,2
335,2,36,6,1,3,9,3
241,3,69,5,1,4,6,2
331,3,49,6,1,4,9,3
303,3,43,7,1,3,9,3
429,1,11,8,1,6,14,4
110,3,99,2,0,3,4,1
241,1,76,4,1,2,7,2
118,0,102,3,0,3,3,1
417,3,10,8,1,4,13,4
444,3,13,9,1,4,14,4
204,1,73,4,1,3,7,2
342,2,42,7,1,3,10,3
237,2,65,5,1,4,6,2
318,0,30,6,1,5,11,3
19,0,135,1,0,1,1,0
301,3,32,7,1,5,10,3
118,3,92,2,0,2,4,1
336,1,46,7,1,5,9,3
342,0,48,7,1,3,9,3
310,1,32,6,1,5,9,3
12,1,138,1,0,0,1,0
219,3,67,5,1,3,7,2
141,3,106,2,0,2,4,1
241,0,75,4,1,2,7,2
1,2,131,1,0,0,0,0
449,1,9,8,1,5,13,4
208,1,74,5,1,3,8,2
244,3,74,5,1,4,8,2
206,1,60,4,1,4,7,2
203,2,68,4,1,4,6,2
347,0,45,7,1,3,11,3
201,0,72,4,1,4,8,2
422,0,1,9,1,4,14,4
200,1,79,4,1,3,8,2
448,0,14,9,1,5,13,4
404,0,11,9,1,5,14,4
131,3,109,2,0,2,4,1
418,1,12,9,1,4,14,4
130,2,105,3,0,3,3,1
303,1,44,7,1,3,10,3
206,1,72,5,1,3,8,2
431,3,10,8,1,6,13,4
432,2,2,8,1,4,12,4
305,3,31,7,1,3,9,3
333,0,48,6,1,4,9,3
214,3,60,5,1,3,6,2
27,1,132,1,0,2,2,0
215,3,64,5,1,4,6,2
120,3,99,3,0,1,3,1
321,1,33,7,1,3,11,3
232,2,71,4,1,3,7,2
434,0,16,8,1,5,12,4
324,3,49,7,1,4,9,3
339,1,40,7,1,5,10,3
125,2,101,3,0,1,3,1
418,3,15,9,1,6,14,4
419,3,4,9,1,4,14,4
229,1,63,4,1,4,8,2
341,2,30,6,1,4,9,3
346,3,39,7,1,4,9,3
135,0,90,3,0,3,5,1
219,2,67,5,1,3,8,2
240,0,77,4,1,2,8,2
144,1,100,3,0,1,3,1
221,1,60,4,1,3,7,2
36,0,126,0,0,1,0,0
26,0,132,1,0,1,2,0
131,0,99,2,0,2,3,1
445,1,17,9,1,5,13,4
221,3,72,5,1,2,8,2
407,1,10,9,1,6,13,4
211,1,73,4,1,2,6,2
224,0,72,5,1,3,6,2
217,0,71,5,1,2,6,2
200,3,60,5,1,3,7,2
131,2,107,2,0,2,3,1
345,3,45,7,1,4,10,3
101,1,94,3,0,1,4,1
335,0,34,6,1,3,9,3
345,2,48,6,1,4,10,3
121,3,104,3,0,1,3,1
15,2,131,1,0,2,2,0
347,1,34,7,1,5,11,3
227,1,71,4,1,2,6,2
47,0,132,0,0,2,2,0
435,1,0,9,1,5,14,4
15,1,130,0,0,1,0,0
334,3,47,7,1,5,9,3
432,3,4,8,1,6,13,4
124,1,103,2,0,1,4,1
138,1,107,3,0,3,3,1
111,1,98,2,0,1,5,1
215,1,64,5,1,3,6,2
135,1,93,3,0,3,5,1
332,0,32,6,1,3,10,3
47,3,122,0,0,1,0,0
240,3,77,4,1,3,6,2
435,2,17,9,1,6,12,4
335,2,47,6,1,3,11,3
348,3,48,7,1,3,9,3
227,3,61,4,1,3,6,2
333,1,43,7,1,4,10,3
215,0,65,4,1,4,7,2
228,1,72,4,1,2,6,2
128,2,104,2,0,3,3,1
423,0,9,9,1,5,13,4
222,3,65,4,1,4,8,2
116,3,109,2,0,2,5,1
203,0,77,5,1,4,7,2
