daily_tiktok_screen_time,average_scrolls_per_session,tiktok_usage_time_of_day,max_consecutive_watch_time,video_likes_per_day,number_of_followed_accounts,frequency_of_comments_posted,videos_saved_per_week,self_control_score,boredom_level,workload_per_day,productivity_hours_lost
210,82,2,13,0,776,7,3,7,8,6,5
221,14,2,76,20,607,3,8,3,1,2,9
229,40,0,44,2,828,10,7,5,2,2,9
249,74,0,102,5,96,10,25,3,1,7,16
55,95,0,114,16,407,10,24,6,2,2,16
44,66,2,36,36,804,13,20,10,5,4,11
262,24,1,49,44,855,14,27,1,10,5,20
91,99,2,88,7,815,13,3,4,5,8,12
265,38,0,26,34,229,19,1,7,1,7,6
206,63,2,14,37,500,8,3,9,7,8,5
19,50,0,73,13,955,4,12,1,10,9,10
295,43,2,71,11,405,10,8,1,4,6,12
251,94,2,66,33,106,14,14,6,10,7,19
260,85,2,59,46,642,13,18,4,9,9,19
14,44,3,29,19,369,8,19,6,2,2,5
128,64,0,113,12,583,4,6,6,2,7,8
298,42,3,116,34,964,15,12,10,2,4,16
74,51,2,32,31,947,17,27,10,9,6,11
155,96,3,91,22,547,16,5,9,10,5,17
233,17,0,57,41,549,15,2,5,7,7,11
248,92,2,58,33,295,9,5,3,8,3,20
186,39,0,68,32,490,14,20,8,10,5,12
276,93,3,101,26,937,2,12,10,2,4,14
291,83,0,80,29,979,5,17,6,2,7,11
72,51,3,56,41,325,19,0,9,10,4,13
226,34,0,15,44,555,12,4,1,4,3,10
292,23,2,112,1,139,7,11,9,9,7,11
186,74,3,108,44,148,6,27,1,4,7,20
107,39,1,51,19,557,2,22,2,10,7,11
114,22,2,27,40,510,11,23,2,4,5,12
108,98,1,65,41,705,5,20,5,1,6,12
15,21,1,24,40,91,18,27,6,9,3,9
206,33,1,40,7,949,10,6,5,7,6,8
142,79,2,60,3,150,0,11,7,4,6,5
268,82,0,102,5,379,1,7,6,6,8,11
32,47,0,9,27,578,9,4,8,4,8,0
62,96,0,68,23,846,3,3,7,9,3,11
174,61,0,86,28,308,8,8,9,1,4,9
211,79,2,111,38,471,18,22,6,3,9,18
92,44,1,72,19,681,13,25,10,2,5,7
154,37,3,10,18,85,17,4,1,10,5,12
94,14,2,56,13,673,8,23,9,1,2,7
87,51,2,14,7,697,2,7,6,1,4,2
10,93,0,50,27,188,9,5,8,3,9,3
60,89,2,6,10,931,10,11,4,1,8,3
182,29,1,107,41,648,2,9,10,8,5,13
214,31,1,68,2,116,1,12,5,10,8,9
269,60,3,88,26,604,3,28,9,4,4,15
297,96,3,32,29,437,13,25,10,5,8,13
43,85,3,62,12,650,11,7,6,6,4,14
104,56,1,94,1,880,16,15,1,2,5,14
81,48,3,102,47,969,15,21,5,1,8,15
48,37,1,6,30,60,19,22,2,4,4,10
163,77,2,37,17,527,19,29,3,10,2,20
259,56,2,74,42,697,19,26,3,1,2,21
171,81,0,114,5,402,18,1,1,10,6,21
127,30,0,95,35,601,2,23,5,3,3,13
268,57,2,33,26,299,15,0,8,4,3,11
277,59,3,108,38,466,9,9,10,8,7,17
63,58,0,92,7,102,2,12,10,10,2,10
245,85,1,82,22,291,15,25,7,7,2,20
231,71,3,114,42,643,12,26,8,6,7,21
260,44,1,19,47,247,19,7,3,8,7,14
121,89,2,78,7,461,15,26,4,3,8,13
264,81,3,23,5,589,3,20,2,1,9,8
216,14,1,19,34,695,2,7,1,1,7,4
238,85,1,70,37,930,2,16,3,3,8,12
75,99,0,6,48,731,18,5,7,9,9,10
84,46,0,78,36,881,0,13,3,8,2,15
112,82,2,23,39,367,0,27,4,2,2,13
201,50,3,54,49,957,6,25,3,4,7,16
261,49,0,37,44,155,11,3,7,8,3,14
235,67,2,85,39,854,3,4,6,1,3,13
107,81,0,32,10,955,10,19,2,2,8,9
295,11,2,19,3,319,17,15,10,2,3,5
258,59,3,40,21,393,1,18,4,3,7,11
175,95,3,68,6,271,15,14,6,9,9,15
39,89,3,88,19,757,18,9,2,10,6,19
256,57,1,98,9,900,12,17,6,1,3,15
115,33,1,47,29,300,14,20,5,9,5,13
60,42,3,41,33,617,0,9,10,8,7,4
90,79,3,102,39,625,17,24,3,1,7,19
142,51,1,69,14,790,6,29,5,5,8,8
294,35,1,42,43,771,11,21,2,7,7,16
147,87,2,36,47,423,17,13,10,5,8,10
193,25,3,16,29,999,2,15,5,8,4,9
282,30,3,93,43,808,11,4,3,5,9,18
78,11,3,104,48,149,9,20,3,6,6,16
43,68,3,96,0,693,18,13,9,9,4,14
271,17,1,49,14,120,14,0,8,5,3,7
62,16,2,63,28,765,6,14,6,1,5,7
214,99,0,23,7,555,17,2,5,5,4,12
135,30,0,116,24,988,1,7,9,3,5,8
244,27,2,110,36,589,9,17,3,4,8,16
52,91,1,54,28,947,0,3,6,8,9,7
249,10,3,21,46,237,16,22,3,10,4,16
120,17,0,108,49,224,5,21,1,7,8,16
258,11,1,56,12,240,10,11,1,9,5,11
160,31,3,38,43,579,8,6,3,4,4,12
192,29,3,87,36,884,0,14,2,8,3,18
104,87,0,71,35,867,6,11,2,2,9,11
17,44,0,23,39,105,10,1,6,10,7,6
193,69,3,115,36,107,11,20,6,9,2,24
290,40,2,71,43,515,8,16,3,9,5,18
204,50,2,6,44,833,5,19,1,10,7,12
204,76,3,74,33,561,10,18,4,2,2,17
164,81,3,24,30,56,14,22,8,10,3,16
102,99,0,101,25,530,8,28,8,1,7,13
169,33,1,56,37,571,9,24,2,6,2,16
70,24,2,36,28,216,11,8,5,10,9,7
131,47,3,69,43,933,7,19,10,9,3,15
60,88,0,29,28,223,11,26,9,10,6,11
286,47,0,51,37,129,15,19,10,9,8,11
14,90,1,6,36,467,9,25,1,1,5,11
101,75,3,69,17,573,0,1,3,9,6,13
179,14,2,36,10,706,17,22,9,1,7,5
31,11,3,28,21,150,1,11,6,8,8,2
10,11,1,78,25,249,17,29,7,6,4,11
142,99,0,96,16,204,1,18,7,2,6,11
242,47,3,13,21,640,18,7,3,3,2,13
21,46,3,79,43,811,17,20,10,7,6,12
55,19,1,21,8,572,3,6,4,7,4,3
43,81,3,71,24,964,4,16,2,9,3,18
87,83,0,12,20,72,12,2,3,10,3,13
227,33,3,17,26,722,14,24,10,1,4,8
82,33,3,31,38,521,9,15,7,2,6,6
291,13,0,92,21,485,10,6,10,7,7,10
258,49,3,24,26,627,6,23,2,7,4,15
56,23,1,106,25,158,19,6,5,7,8,12
130,35,3,81,1,225,19,8,10,6,6,7
223,21,0,24,9,957,10,24,9,9,5,6
248,36,1,37,1,420,8,11,9,6,4,7
65,15,3,44,2,723,8,9,8,5,2,5
116,36,1,80,26,217,8,6,8,10,5,13
57,23,3,40,44,912,1,24,5,6,3,12
70,31,3,38,18,956,2,23,4,9,8,8
35,58,3,46,25,963,8,24,6,4,2,13
266,29,2,13,6,377,16,10,4,8,4,11
17,12,2,45,49,760,9,7,7,8,4,10
122,82,0,73,28,758,8,29,5,4,4,16
262,89,0,58,28,706,7,2,1,2,6,12
189,82,2,88,18,716,6,9,6,4,9,11
216,58,1,15,44,940,0,7,8,1,4,5
136,34,3,94,22,51,13,27,6,10,7,16
65,36,1,20,45,718,17,22,2,6,6,12
223,11,0,22,1,768,11,2,3,5,2,6
23,31,0,102,34,933,11,28,7,8,2,17
37,75,2,78,42,599,9,18,5,4,4,16
87,57,2,64,28,721,0,15,7,2,2,11
225,62,3,116,35,594,0,16,1,10,6,23
163,10,3,56,47,934,1,14,2,3,2,14
23,63,0,112,22,323,8,26,3,1,3,15
196,48,2,59,11,672,12,12,2,10,9,12
16,19,2,115,1,279,8,15,5,6,7,9
12,21,3,108,13,665,18,25,5,3,2,17
120,46,0,91,34,375,10,25,3,10,9,16
247,55,3,37,33,173,15,25,3,7,6,16
248,26,1,35,33,368,16,18,5,5,2,15
283,12,3,85,38,211,6,11,6,9,6,14
236,94,1,92,23,334,9,0,4,5,5,16
24,85,0,8,32,365,2,20,9,8,5,4
201,68,3,98,34,73,19,19,3,8,5,24
128,36,3,102,46,698,2,17,8,4,8,11
37,24,3,27,45,829,1,22,10,3,2,6
211,54,1,106,19,948,6,9,8,5,2,16
48,50,3,37,13,58,18,13,10,3,3,7
282,76,1,111,7,692,18,22,9,9,8,19
240,14,1,26,40,807,17,0,7,1,8,4
95,43,3,96,35,204,19,8,8,3,4,14
135,72,1,118,4,332,10,19,10,4,3,13
34,94,1,16,46,759,14,18,2,4,4,15
154,22,3,93,29,256,1,9,2,3,5,13
22,98,1,107,3,405,6,6,9,3,5,7
221,23,2,41,26,307,4,20,4,2,5,9
34,91,2,52,39,548,19,4,8,8,3,14
77,70,2,13,31,398,19,24,2,9,3,17
76,12,0,59,9,90,3,20,8,2,3,3
242,12,3,82,8,226,17,13,8,5,8,9
118,54,2,73,41,465,1,20,10,10,6,14
155,27,1,86,0,62,6,8,3,10,9,10
120,41,0,29,34,444,3,10,3,5,6,8
237,53,2,17,38,911,9,13,1,9,5,17
120,46,2,81,29,142,1,15,1,5,3,16
43,36,2,83,26,808,18,2,10,4,3,9
120,49,1,96,15,96,3,13,3,10,3,15
273,33,1,13,2,165,8,23,2,8,5,11
245,65,2,35,36,633,9,4,9,1,2,11
92,45,1,73,30,153,8,2,9,10,3,12
51,15,0,13,5,84,10,29,4,4,5,1
110,80,3,60,4,819,12,8,10,1,2,7
15,87,0,90,22,394,0,1,1,6,3,12
189,26,2,72,4,964,3,7,8,3,3,7
291,70,0,103,21,556,7,13,10,3,2,13
235,36,3,98,16,417,4,16,1,1,4,16
238,53,0,10,47,835,16,7,4,10,7,13
298,79,3,93,21,831,14,9,4,4,2,20
159,12,0,45,18,341,15,3,7,2,6,3
286,48,2,104,12,773,18,19,10,10,4,21
207,44,1,30,24,688,10,8,4,1,4,9
79,75,0,102,43,531,8,12,4,1,7,13
121,92,3,13,5,343,0,8,6,4,5,4
13,96,2,97,37,946,0,14,5,7,7,15
104,26,3,93,27,240,14,1,10,2,2,11
161,18,3,5,23,496,3,27,1,4,3,10
146,18,2,112,9,864,10,24,7,4,4,14
256,44,2,100,41,942,5,15,9,8,6,16
252,18,2,11,43,655,1,4,5,8,9,7
40,21,1,61,41,784,19,6,9,2,8,7
49,76,1,50,41,941,19,8,5,5,2,15
238,94,3,11,38,995,8,8,6,7,2,16
45,66,0,29,44,502,2,14,5,3,8,5
232,52,1,74,1,637,3,18,1,8,5,14
15,31,3,105,9,202,16,15,3,4,4,14
229,69,3,22,29,180,11,20,4,5,5,14
84,39,0,87,14,714,12,27,7,1,7,7
13,40,2,115,27,67,10,6,5,3,5,12
143,89,3,72,38,578,19,10,7,5,4,17
127,74,3,8,30,119,13,11,1,10,6,15
103,82,3,88,43,807,5,23,8,8,4,16
71,74,0,90,47,813,9,3,5,1,3,12
203,96,1,57,16,936,5,5,1,6,8,11
212,46,2,103,34,524,9,26,4,2,6,17
35,91,0,14,2,195,0,21,2,3,5,4
182,13,1,15,1,406,16,24,8,3,9,1
142,19,0,63,22,591,17,8,8,1,8,5
127,36,1,47,40,304,12,20,4,5,7,10
284,11,2,56,38,519,5,21,3,1,8,10
221,64,2,107,30,586,14,11,7,2,6,16
234,77,2,86,25,654,15,19,9,4,3,17
29,49,2,77,36,803,16,21,4,7,5,15
122,17,1,52,46,785,7,21,1,6,8,11
149,24,0,110,7,379,11,28,7,10,6,13
56,70,3,26,16,668,4,26,1,3,7,10
10,16,0,53,16,575,3,15,7,3,6,3
99,33,0,81,34,989,8,21,6,8,8,11
151,29,2,75,38,230,9,22,4,9,4,17
47,64,1,80,5,669,5,22,10,7,7,7
148,14,0,46,9,888,13,7,9,1,4,3
268,16,3,11,11,774,4,4,7,8,3,7
170,11,2,38,24,571,1,9,3,9,3,11
187,83,1,24,7,654,8,23,10,1,2,8
19,86,2,54,12,352,8,12,6,3,9,5
270,30,0,30,29,189,3,25,4,2,2,10
147,12,3,58,25,707,16,22,6,5,2,14
181,62,1,65,26,455,17,9,1,3,7,13
22,23,3,23,42,651,7,23,9,8,8,6
177,62,1,41,36,795,17,12,4,1,5,13
139,89,1,93,44,988,11,7,5,10,2,24
93,72,2,72,20,390,0,7,2,8,8,9
110,63,1,9,25,70,7,21,4,10,4,12
282,81,0,67,7,531,7,25,7,4,6,11
274,33,2,57,0,337,6,26,3,1,3,11
47,87,0,74,1,781,15,7,9,8,2,12
103,59,3,33,32,445,17,23,4,7,8,13
104,15,2,91,14,472,3,13,7,6,2,12
78,97,1,11,17,335,13,2,10,1,9,2
245,35,3,63,42,229,18,8,10,4,2,15
146,43,2,119,39,260,19,15,10,8,8,17
85,53,2,32,14,97,3,1,9,8,9,2
44,78,0,80,3,744,16,17,4,2,2,13
10,86,1,100,9,227,16,5,9,8,7,11
69,76,2,28,0,108,16,9,9,7,5,9
276,14,1,67,33,665,13,15,1,9,2,20
238,95,0,15,48,219,19,16,4,7,6,15
279,94,2,60,8,956,11,19,1,4,3,19
295,97,1,94,46,858,2,10,9,10,6,18
222,48,2,58,20,616,19,20,2,2,9,12
174,62,3,87,14,381,5,8,2,1,8,11
14,17,2,49,2,473,9,25,6,6,7,3
87,77,0,48,20,794,12,25,8,3,9,7
71,45,0,115,10,790,9,3,3,5,2,13
141,79,0,17,27,904,13,23,6,10,5,14
98,78,3,99,8,613,3,1,4,5,6,11
246,15,3,20,6,244,17,1,7,5,7,3
51,11,0,40,31,571,2,20,2,2,8,4
98,10,2,82,32,258,11,27,5,6,5,16
113,71,2,17,43,283,19,4,8,4,6,8
23,38,1,25,29,53,10,26,5,5,3,9
297,96,3,33,10,940,12,7,9,3,3,9
188,27,0,69,38,838,5,22,5,4,2,14
134,12,3,26,30,495,3,24,10,7,5,6
32,89,1,44,25,461,0,18,6,10,3,12
72,40,2,67,46,201,12,15,2,1,8,12
152,31,1,9,42,555,1,29,6,6,7,7
162,17,2,11,24,298,13,1,7,2,2,4
154,31,1,53,26,109,16,24,10,6,8,8
234,86,2,114,12,486,10,25,6,6,5,20
113,38,2,58,42,902,0,18,9,1,8,4
113,89,1,37,21,144,9,29,10,4,4,10
48,19,0,37,40,911,17,7,6,8,7,6
207,55,0,99,20,247,7,26,5,10,5,17
143,43,2,51,43,414,3,12,7,6,7,8
76,65,0,94,28,897,6,21,4,5,9,12
188,68,1,6,23,845,5,14,7,7,2,10
51,42,2,14,33,730,17,5,2,5,8,6
24,87,0,17,3,370,6,2,6,8,9,0
120,32,0,13,23,600,1,20,1,7,7,5
166,24,1,70,2,123,3,15,5,2,7,4
298,34,2,9,27,114,2,15,7,8,3,8
240,35,2,40,27,800,18,19,8,8,8,11
166,21,3,100,15,782,9,15,6,1,8,10
47,73,1,51,17,188,14,5,5,9,3,13
106,28,3,15,30,344,4,14,10,10,5,4
298,58,0,45,12,253,13,28,6,4,9,10
263,28,1,21,48,272,11,6,9,3,7,6
205,83,3,71,11,958,0,5,1,8,2,17
95,32,1,34,35,833,6,29,10,4,3,8
19,65,2,41,13,277,16,5,8,5,5,8
14,72,3,93,5,550,15,22,6,8,3,17
132,61,3,119,8,764,17,11,9,4,8,13
127,73,3,62,0,92,17,0,1,3,5,13
168,27,1,98,2,60,10,9,3,8,7,12
237,59,2,71,28,754,16,14,10,7,5,14
225,22,1,30,21,141,5,15,8,9,7,5
193,75,0,110,15,69,13,25,5,5,3,19
24,45,1,96,30,599,18,12,4,2,4,16
166,31,1,58,15,375,13,17,5,2,9,7
145,93,1,55,10,315,14,12,1,1,7,11
270,16,1,35,5,839,1,3,8,5,5,3
166,21,3,70,22,277,3,21,7,5,7,8
56,88,0,8,12,631,11,3,3,3,6,5
182,17,0,84,6,500,19,11,1,8,7,15
139,32,2,64,9,810,2,14,2,6,2,13
104,22,3,100,0,278,19,1,5,1,6,10
124,14,1,83,31,760,10,22,6,4,8,9
252,92,0,9,29,91,5,24,5,7,7,10
291,16,0,30,5,970,15,9,7,5,7,5
292,77,3,104,20,986,10,23,4,9,6,22
78,18,2,83,10,188,6,11,9,10,9,7
157,28,3,29,14,247,16,12,3,3,6,9
20,98,1,106,2,253,15,3,1,2,2,16
263,74,3,73,45,824,10,0,2,6,6,17
47,77,3,107,12,548,9,22,7,2,7,9
143,91,1,65,24,964,4,23,7,10,7,14
209,80,0,55,31,564,17,10,5,4,9,12
32,92,1,115,38,619,7,6,2,5,6,19
227,61,2,47,27,147,4,24,5,2,9,8
150,96,2,29,2,782,12,21,2,2,3,12
113,37,0,32,31,455,4,27,3,3,5,10
219,15,0,37,17,136,4,23,6,6,3,8
120,53,2,83,14,208,3,11,2,1,2,12
113,36,3,23,49,760,14,8,8,9,8,9
180,55,1,7,37,554,0,5,6,1,8,2
142,13,1,75,43,462,6,29,9,5,2,15
136,96,1,84,1,394,5,28,2,3,4,15
115,39,2,64,31,379,13,15,2,6,6,15
101,54,3,76,28,193,19,29,3,4,7,16
296,67,0,30,9,996,17,1,4,2,7,8
60,71,3,32,14,328,8,21,9,3,2,8
38,63,2,17,30,842,5,29,3,6,8,8
223,33,1,106,35,484,0,21,8,9,3,18
276,84,3,90,15,250,4,16,5,9,4,19
266,39,0,83,26,584,8,13,1,3,5,14
110,99,3,75,11,817,11,21,5,4,3,16
119,89,0,14,45,716,19,13,10,5,5,9
191,66,1,38,7,392,13,6,5,1,5,8
10,62,2,81,26,165,1,17,2,3,5,12
64,79,0,89,33,379,8,19,3,4,4,16
158,98,3,61,18,578,3,18,1,6,3,18
146,93,0,60,43,749,9,25,5,7,4,20
211,19,1,17,20,172,5,21,7,7,8,3
126,10,1,34,35,467,6,19,10,9,7,8
163,53,2,69,14,804,19,25,2,9,6,17
72,68,1,70,46,857,15,25,2,6,2,21
253,20,1,85,40,209,19,8,5,9,8,17
34,85,3,43,17,148,0,24,6,4,7,5
99,29,2,12,31,495,13,15,1,7,4,13
84,85,2,92,26,157,5,12,2,10,4,20
219,69,1,119,33,448,11,14,7,7,5,20
26,53,2,7,9,388,14,12,10,4,9,0
137,25,2,63,36,959,9,29,2,5,7,14
260,88,0,91,37,577,6,23,8,1,7,13
188,71,0,54,39,393,18,18,8,2,3,14
191,99,2,83,11,773,3,6,5,3,4,14
161,65,2,66,37,186,6,15,5,5,2,17
34,84,0,18,26,410,0,11,1,2,7,4
189,12,3,42,47,769,18,9,10,1,9,7
207,11,1,107,12,412,12,2,4,6,2,15
170,53,1,42,13,189,17,0,8,3,6,6
186,92,1,48,11,934,16,25,8,9,9,13
294,96,2,27,21,437,19,29,7,3,8,11
72,53,3,62,26,888,4,19,3,4,3,16
159,33,2,104,24,733,9,8,5,2,5,11
163,22,2,81,35,348,7,3,7,2,6,9
165,10,0,116,48,376,13,12,6,4,7,14
58,48,0,81,18,179,1,4,9,6,2,8
93,14,1,22,30,362,11,18,3,4,4,7
186,22,3,109,3,893,1,20,8,10,2,14
157,17,1,58,30,742,6,27,1,6,5,12
127,60,0,49,4,730,18,2,7,5,4,7
72,58,0,34,35,282,0,6,1,4,2,10
198,58,2,11,37,543,15,2,7,2,7,6
58,57,3,90,24,386,3,0,7,8,2,15
266,49,1,46,43,768,1,17,6,5,2,14
233,39,0,61,2,491,4,4,2,8,5,10
150,53,2,39,48,228,1,9,8,9,4,11
224,62,0,83,26,933,13,1,9,7,5,11
220,45,3,104,46,884,19,10,7,1,7,16
41,93,1,38,6,553,10,26,8,9,6,8
167,78,2,81,27,287,10,17,7,6,7,13
294,80,1,112,18,369,0,23,7,9,6,17
295,39,1,7,17,940,5,20,7,9,2,11
153,47,0,57,39,279,8,0,4,5,8,7
28,16,0,26,34,169,14,4,4,3,7,4
27,84,3,98,42,149,14,19,9,5,8,13
266,84,2,48,12,749,15,7,3,6,8,13
87,93,1,17,46,703,5,3,8,7,3,11
184,42,3,78,5,706,18,1,5,7,3,17
203,88,3,12,48,780,15,0,1,2,7,13
122,77,2,35,47,800,1,9,6,1,6,8
123,60,3,90,8,955,13,20,10,2,2,12
231,19,2,41,13,181,13,10,2,5,3,10
175,47,0,38,35,861,3,4,5,1,9,3
141,49,1,54,33,993,17,27,9,1,5,10
273,12,3,64,41,308,7,9,8,7,4,14
64,33,0,107,32,754,17,29,7,4,3,17
140,11,1,39,49,403,16,28,8,4,5,11
297,32,2,94,17,919,2,23,10,4,6,11
275,60,3,51,9,917,8,14,8,10,8,11
171,68,0,76,22,803,8,26,10,10,8,14
96,51,0,24,30,968,18,0,2,4,6,8
64,28,1,83,13,596,5,28,1,9,6,14
297,17,1,10,37,344,12,28,10,3,5,8
187,35,1,53,13,709,12,18,6,4,8,6
17,91,0,23,34,339,14,7,5,4,8,6
256,53,2,106,16,883,1,22,4,6,2,19
264,57,0,108,22,637,10,6,5,9,7,18
63,82,3,74,48,430,4,4,2,7,5,16
258,45,2,83,36,868,10,22,7,4,4,15
248,18,2,32,17,305,19,9,8,4,5,9
238,20,2,37,25,144,11,6,9,5,7,7
76,50,0,34,12,470,8,5,5,4,5,5
60,71,2,5,17,417,0,25,4,3,5,5
106,97,1,70,37,192,17,8,10,5,4,14
101,33,3,108,34,138,10,2,3,1,6,14
273,41,1,107,47,751,19,26,5,6,6,23
105,42,3,90,17,161,6,20,10,3,4,8
97,90,1,55,20,210,16,24,4,2,2,15
87,99,1,76,12,473,13,18,5,5,3,16
297,54,3,47,2,669,18,9,2,6,9,13
129,42,1,100,20,860,2,17,8,10,7,13
174,11,3,77,44,239,15,11,6,5,8,11
191,75,0,15,5,971,13,16,7,2,7,2
232,87,1,55,44,251,12,27,3,10,7,20
16,30,0,54,23,354,4,28,2,1,6,6
272,96,1,63,12,179,7,27,8,2,4,12
170,31,0,59,24,913,18,26,6,4,2,14
160,74,3,43,8,351,3,26,10,4,6,8
94,41,0,92,20,513,18,17,10,7,5,12
156,38,2,17,35,97,6,9,2,8,9,9
121,78,2,112,40,920,8,13,9,4,2,17
45,45,2,71,49,847,7,20,2,6,5,15
294,34,2,107,49,370,16,8,3,5,2,24
197,31,3,61,38,613,6,4,5,7,2,15
91,78,3,62,43,515,19,2,4,10,8,17
11,61,0,92,31,339,7,6,9,9,6,10
206,76,2,69,35,838,1,18,7,5,6,13
20,33,3,93,8,947,2,20,6,2,4,7
243,56,0,97,9,594,4,14,10,4,4,10
204,94,2,75,22,279,19,12,8,4,7,15
128,89,2,82,36,727,18,13,5,3,8,16
29,20,2,54,43,827,2,15,7,2,4,7
270,15,0,119,39,93,6,12,6,6,3,18
265,60,3,62,33,118,13,14,1,1,3,17
231,92,1,65,44,431,18,1,7,9,4,19
235,70,3,84,11,993,15,5,5,7,5,17
62,91,0,23,28,277,18,15,4,6,4,11
289,53,0,28,19,854,10,28,10,4,4,9
90,19,3,9,44,58,7,24,10,6,9,2
211,85,3,54,21,370,13,0,9,10,3,15
167,42,1,13,1,870,1,13,9,2,6,0
129,73,2,29,8,691,11,25,7,5,7,10
68,24,0,66,30,892,19,21,10,2,8,6
224,85,0,73,41,583,18,22,6,9,5,21
137,59,2,47,25,296,7,1,5,4,6,7
233,14,3,29,27,104,16,20,8,10,6,13
218,10,0,71,35,349,11,9,4,7,6,13
124,47,2,55,45,629,11,16,5,7,8,11
218,21,0,16,48,590,13,25,7,9,4,12
23,39,3,62,23,330,18,3,1,2,4,12
18,20,1,7,19,688,14,7,10,5,5,1
49,82,2,22,49,629,18,17,9,7,7,12
246,53,0,114,13,69,19,6,5,2,6,15
290,55,2,109,9,90,4,1,3,10,2,21
210,80,1,60,40,477,0,17,4,4,5,13
255,90,1,118,33,497,9,17,5,3,2,24
287,61,3,73,10,711,10,28,7,3,9,12
244,72,0,117,9,812,17,13,2,1,9,15
13,35,1,6,46,624,19,3,7,4,9,3
163,36,3,74,24,806,16,29,8,5,5,14
38,48,2,90,42,451,6,28,9,4,5,12
118,14,1,15,40,639,8,19,6,10,6,8
107,82,3,104,14,377,19,10,4,10,9,18
224,96,1,33,31,784,6,22,2,9,4,19
84,45,2,69,9,388,13,2,6,2,7,7
155,10,2,110,47,343,6,21,9,5,9,13
137,61,0,101,17,546,11,8,7,3,5,11
51,17,0,98,7,851,2,14,4,2,9,4
50,10,2,112,21,104,8,13,1,4,9,12
43,83,0,66,5,331,14,0,4,4,2,14
26,16,2,61,24,442,11,8,8,6,8,6
174,47,0,71,33,863,10,6,5,4,9,9
162,68,0,88,18,614,19,16,7,6,4,15
85,69,2,46,14,707,4,3,6,8,8,6
96,76,1,68,11,946,11,16,7,4,6,10
126,16,2,6,46,527,15,6,9,9,8,4
36,17,3,71,17,397,2,10,8,9,8,6
296,43,1,70,41,479,9,21,2,3,9,16
143,49,1,9,14,712,1,2,5,1,5,0
228,51,0,107,33,425,14,21,4,9,4,23
177,41,0,96,26,337,8,13,5,2,9,10
107,78,2,25,18,935,17,7,4,8,5,13
277,22,1,15,33,829,11,8,8,6,8,8
246,64,2,19,29,197,12,29,6,3,8,9
182,21,1,24,14,960,19,11,8,3,7,3
199,83,2,17,12,200,13,1,8,6,9,4
131,10,2,80,30,947,3,29,6,6,4,13
55,94,2,24,10,421,13,22,3,3,5,9
73,16,1,86,48,872,12,5,4,3,5,12
139,19,3,58,32,638,16,1,3,9,7,11
202,90,1,59,8,445,12,5,6,3,2,14
190,46,0,77,24,101,2,4,8,1,5,6
291,57,3,92,36,786,12,28,8,7,2,23
38,74,0,109,1,750,13,7,1,8,9,13
158,51,3,32,23,312,13,28,7,4,9,8
276,22,3,78,1,197,1,14,3,7,6,11
20,32,3,105,2,271,4,6,4,1,8,6
173,66,2,54,8,943,3,12,8,6,2,12
122,28,3,32,29,752,3,5,9,3,8,0
196,41,2,81,43,361,4,7,8,9,9,11
241,19,0,85,24,360,5,21,3,7,4,14
236,91,0,68,34,435,19,21,10,1,4,14
107,17,1,109,6,772,18,9,4,5,9,9
64,25,0,107,49,459,11,0,1,9,5,18
120,44,3,22,25,632,19,26,8,8,2,13
161,67,0,39,1,591,11,2,10,8,4,6
255,90,0,81,43,709,1,16,10,3,4,13
78,57,1,21,9,960,19,14,8,2,6,3
298,57,3,30,27,920,11,7,4,8,8,14
259,32,1,72,35,209,1,5,7,7,2,13
45,35,2,35,44,559,18,3,5,1,2,10
248,64,2,97,7,576,5,28,6,1,9,9
157,32,2,79,22,572,5,11,6,6,8,11
236,59,0,17,18,307,2,4,9,5,2,6
253,32,2,78,10,326,17,16,7,5,9,9
210,63,2,113,16,716,8,10,7,7,8,13
163,65,2,30,38,185,4,14,6,4,2,10
82,54,1,80,31,981,10,2,6,5,5,11
210,80,3,28,10,582,15,10,1,6,6,14
26,21,1,72,30,515,3,22,3,1,2,10
138,31,0,58,14,987,14,24,3,4,5,12
226,26,3,29,44,412,16,0,2,4,8,12
70,86,2,58,32,776,18,20,9,4,4,14
113,57,3,10,20,287,4,25,10,3,2,6
51,87,0,52,45,756,3,8,7,9,7,11
34,80,2,48,2,674,3,5,3,2,2,8
48,59,0,62,49,366,11,15,9,4,8,7
140,92,3,19,40,278,15,9,7,5,6,12
238,68,3,55,2,995,17,18,10,7,2,12
117,48,1,61,47,922,12,12,4,2,5,12
181,80,1,13,41,184,9,28,10,9,3,13
111,69,3,119,23,963,3,21,6,7,9,13
21,26,3,99,32,736,15,4,1,9,9,16
284,43,1,30,21,930,6,29,6,7,4,12
110,84,1,100,26,98,8,13,3,2,6,14
53,18,0,33,19,752,10,25,1,6,7,7
26,48,1,65,27,255,5,2,1,7,4,12
66,76,0,79,0,828,17,29,8,6,6,11
21,32,1,70,41,210,10,16,10,9,4,12
89,49,1,89,45,409,8,13,1,8,8,17
225,13,2,67,39,541,1,3,6,9,5,13
273,66,3,31,8,613,4,20,3,10,9,11
158,25,2,86,13,578,7,19,8,4,7,5
90,68,3,47,40,997,18,25,6,6,8,14
224,94,1,49,32,361,11,5,9,10,8,12
207,34,2,38,34,431,6,10,3,10,9,14
209,14,2,115,41,863,11,8,6,9,5,19
34,10,2,55,43,506,11,5,8,5,2,7
